Relation: Name,Academic year,Academic period,Number,Total duration,Time unit,Relation: Relation type,Relation: Direction,Relation: Status,Relation: Subject area,Relation: Level,Relation: Degree programme,Relation: Relation ID,Remaining seats,Relation: External institutions
Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,2022,Second Semester 2022,4,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,89,1,Høgskolen i Oslo og Akershus - Oslo metropolitan University
Exchange Student Undergraduate-IE Universidad-School of Management-Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Administration Bsc,998,0,"IE Business School (Instituto de Empresa), IE Universidad"
Exchange Student Undergraduate-IE Universidad-School of Law-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Law Bsc,1000,0,"IE Universidad, IE Universidad - Madrid"
Exchange Student Undergraduate-IE Universidad-Department of Psychology-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Psychology Bsc,911,1,"IE Universidad, IE Universidad - Segovia"
Student Exchange-L'Institute de Sciences Politiques Sciences Po- Campus Reims-Political Sciences Deparment-Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Political Science Bsc,1468,1,"Institut d'Etudes Politiques de Paris, Institut d'Etudes Politiques de Paris - Campus Reims"
Student Exchange-L'institute d'Études Politiques de Paris Sciences Po-Campus Reims-School of Government Alberto Lleras Camargo-Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Government and Public Policy Bsc,2170,1,"Institut d'Etudes Politiques de Paris, Institut d'Etudes Politiques de Paris - Campus Paris, Institut d'Etudes Politiques de Paris - Campus Reims"
Exchange Student-L'Institut d'Études Politiques de Paris Science Po-Campus Paris-School of Law Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Law Bsc,2208,0,"Institut d'Etudes Politiques de Paris, Institut d'Etudes Politiques de Paris - Campus Paris, Institut d'Etudes Politiques de Paris - Campus Reims"
Exchange Student Undergraduate-Institut National des Sciences Appliquées-Campus Rouen-School of Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,584,1,Institut National des Sciences Appliquees de Rouen
Exchange Student Undergraduate-Institut National des Sciences Appliquées-Campus Strasbourg-School of Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,586,0,Institut National des Sciences Appliquees de Strasbourg
Exchange Student Undergraduate-Institut National des Sciences Appliquées-Campus Toulouse-School of Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,589,0,Institut National des Sciences Appliquees de Toulouse
SMILE-Exchange Student Undergraduate-Instituto Politécnico Nacional-School of Engineering-Outgoing,2022,Second Semester 2022,3,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc|| Food Engineering,789,3,Instituto Politécnico Nacional
SMILE-Exchange Student Undergraduate-Instituto Politécnico Nacional-Department of Architecture-Outgoing,2022,Second Semester 2022,3,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Architecture Bsc,2179,2,Instituto Politécnico Nacional
Exchange Student Undergraduate-Instituto Tecnológico Autónomo de México-Universidad de los Andes-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Political Science Bsc|| Economics Bsc|| Law Bsc|| Systems and Computing Engineering Bsc,786,1,Instituto Tecnológico Autónomo de México
SMILE-Exchange Student Undergraduate-Instituto Tecnológico de Buenos Aires-School of Engineering-Outgoing,2022,Second Semester 2022,5,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,657,5,Instituto Tecnológico de Buenos Aires
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-School of Architecture and Design-Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Architecture Bsc|| Design Bsc,4008,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Systems and Computing Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Systems and Computing Engineering Bsc,1818,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Biomedical Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc,1819,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Electronic Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electronic Engineering Bsc,1820,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Mechanical Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Mechanical Engineering Bsc,1821,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Civil Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Civil Engineering Bsc,1822,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Industrial Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Industrial Engineering Bsc,1823,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Chemical Engineering-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Chemical Engineering Bsc,1824,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Management-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Administration Bsc,3350,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Government-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Government and Public Policy Bsc,3344,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Law-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Law Bsc,3341,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Economics-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Economics Bsc,3339,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Science-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biology Bsc|| Microbiology Bsc|| Chemistry Bsc|| Geosciences Bsc|| Mathematics Bsc|| Physics Bsc,4072,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Social Sciences-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| History Bsc|| Languages and Culture Bsc|| Philosophy Bsc|| Political Science Bsc|| Psychology Bsc|| Global Studies Bsc,3337,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Instituto Tecnológico de Estudios Superiores de Monterrey-Schools of Arts and Humanities-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Art History Bsc|| Arts Bsc|| Literature Bsc|| Music Bsc|| Digital Narrative Bsc,3333,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate-Københavns Universitet-Universidad de los Andes-Outgoing,2022,Second Semester 2022,3,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemistry Bsc|| Geosciences Bsc|| History Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,119,0,Københavns Universitet
SMILE - Norwegian University of Science and Technology - Chemical Engineering - Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Chemical Engineering Bsc,1805,2,Norges Teknisk-Naturvitenskapelige Universitet
Exchange Student Undergraduate-Politecnico di Milano-Department of Architecture-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Architecture Bsc,153,0,Politecnico di Milano
Exchange Student Undergraduate-Politecnico di Milano-School of Engineering-Outgoing,2022,Second Semester 2022,3,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc|| Food Engineering,159,0,Politecnico di Milano
Exchange Student Undergraduate-Pontificia Universidad Católica de Chile-Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,4451,1,Pontificia Universidad Católica de Chile
SMILE-Exchange Student Undergraduate-Pontificia Universidad Católica de Chile-School of Engineering-Outgoing,2022,Second Semester 2022,5,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc|| Food Engineering,2210,5,Pontificia Universidad Católica de Chile
Exchange Student Undergraduate-Pontificia Universidade Católica do Rio de Janerio-Universidad de los Andes-Outgoing,2022,Second Semester 2022,3,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Architecture Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| History Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Early Childhood|| Law Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,4402,3,Pontificia Universidade Católica do Rio de Janeiro
Exchange Student Undergraduate-Smith-School of Business-School of Management - Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Administration Bsc,1248,0,"Queen's University, Smith - School of Business"
Exchange Student Undergraduate-Radboud University-School of Law-Outgoing,2022,Second Semester 2022,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Law Bsc,1285,0,Radboud Universiteit Nijmegen
